10.175.1.7
[   780][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
[   782][E][Wire.cpp:557] read(): NULL RX buffer pointer
[   782][E][Wire.cpp:422] beginTransmission(): could not acquire lock
[   788][E][Wire.cpp:526] write(): NULL TX buffer pointer
[   793][E][Wire.cpp:526] write(): NULL TX buffer pointer
[   798][E][Wire.cpp:448] endTransmission(): NULL TX buffer pointer
[   804][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
[   810][E][Wire.cpp:557] read(): NULL RX buffer pointer
[   814][E][Wire.cpp:481] requestFrom(): NULL buffer pointer
The SI473X / SI474X I2C address is 0x11
[11107405][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11108408][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11109411][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11110419][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11111422][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11112424][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11113426][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11114428][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11115430][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11116433][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11117438][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11118441][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11119446][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11120448][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11121451][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11122453][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11123456][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11124457][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11125459][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11126463][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11127465][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11128469][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11129472][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11130475][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11131477][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11132479][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11133481][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11134484][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11135485][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11136487][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11137488][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11138490][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11139491][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11140494][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11141495][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11142497][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11143498][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11144501][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11145503][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11146506][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11147507][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11148509][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11149510][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11150512][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11151513][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11152515][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11153516][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11154518][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11155519][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11156521][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11157522][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11158524][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11159525][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11160527][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11161528][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11162530][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11163532][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11164533][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11165535][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11166536][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11167538][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11168539][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11169541][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11170542][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11171544][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11172546][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11173548][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11174549][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11175551][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11176552][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11177555][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11178556][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11179558][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11180559][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11181562][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11182563][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11183565][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11184566][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11185569][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11186571][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11187572][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11188574][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11189575][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11190577][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11191578][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11192580][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11193581][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11194583][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11195585][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11196587][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11197588][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11198590][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11199591][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11200593][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11201594][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11202596][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11203597][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11204599][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11205600][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11206602][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11207603][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11208605][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11209607][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11210609][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11211610][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11212612][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11213613][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11214615][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11215617][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11216621][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11217624][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11218626][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11219627][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11220629][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11221631][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11222634][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11223638][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11224641][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11225644][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11226648][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11227650][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11228652][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11229655][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11230658][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11231661][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11232665][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11233666][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11234668][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11235671][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11236674][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11237676][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11238679][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11239681][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11240683][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11241685][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11242687][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11243689][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11244690][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11245692][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11246693][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11247695][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11248696][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11249698][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11250700][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11251703][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11252704][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11253706][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11254707][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11255709][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11256711][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11257712][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
[11258714][E][Wire.cpp:513] requestFrom(): i2cRead returned Error 263
